pathway,pval,padj,log2err,ES,NES,size,leadingEdge
REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION,0.1928071928071928,0.29541523916861934,0.09344492194109945,0.607473684004949,1.2113855576383703,13,
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS,0.27672327672327673,0.3818592513185791,0.07380527241712746,0.5148133764105147,1.1040143325382998,35,
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS,0.23576423576423577,0.34112363632281917,0.08220549204158693,0.600286801893462,1.1786634237346685,11,
REACTOME_APOPTOTIC_EXECUTION_PHASE,0.1888111888111888,0.2914997808730779,0.09466462231533423,0.5126396354078497,1.1260109389536659,49,
REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE,0.029970029970029972,0.08946796091158579,0.2616635217115731,0.6529882550177355,1.3492152235823716,20,
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT,0.0073989796311380316,0.03664564562065392,0.40701791892395395,0.5971772306996889,1.3148644642592064,51,
REACTOME_ARACHIDONATE_PRODUCTION_FROM_DAG,0.36863136863136864,0.46642816763406314,0.05973179763644106,0.6243215407144401,1.1445817261694122,5,
REACTOME_ARACHIDONIC_ACID_METABOLISM,0.16383616383616384,0.26477344674720604,0.10319746694530717,0.5112902166719023,1.1293741763989422,56,
REACTOME_ARMS_MEDIATED_ACTIVATION,4.260723016074199e-4,0.006035314152269103,0.49849310876659025,0.9063411820992271,1.7043233556131898,7,
REACTOME_ARYL_HYDROCARBON_RECEPTOR_SIGNALLING,0.8621378621378621,0.8946654078522212,0.018244246038558513,0.3644401797128037,0.6853091553997138,7,
REACTOME_ASPARTATE_AND_ASPARAGINE_METABOLISM,0.04795204795204795,0.11812882769404509,0.20429475651688608,0.6940132790794797,1.3626954066904882,11,
REACTOME_ASSEMBLY_AND_CELL_SURFACE_PRESENTATION_OF_NMDA_RECEPTORS,4.7168601303353185e-4,0.006486827548174737,0.49849310876659025,0.682585512923454,1.4750095971380608,38,
REACTOME_ASSEMBLY_OF_ACTIVE_LPL_AND_LIPC_LIPASE_COMPLEXES,0.2827172827172827,0.38711361137654027,0.072714107793444685,0.550889570131563,1.1233989813963576,17,
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,0.2017982017982018,0.30604620219181244,0.09082414190071554,0.5015956842459344,1.1103871270817065,59,
REACTOME_ASSEMBLY_OF_THE_HIV_VIRION,0.11388611388611389,0.20869298877060843,0.1275053153001827,0.6206158055694457,1.2572514900874605,16,
REACTOME_ASSEMBLY_OF_THE_ORC_COMPLEX_AT_THE_ORIGIN_OF_REPLICATION,0.4095904095904096,0.5045085349433176,0.054793950077336284,0.5950350696245501,1.0999263505572605,6,
REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX,0.004424548908422876,0.02666967459055747,0.40701791892395395,0.5840834083629107,1.303484477173807,66,
REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS,0.15184815184815184,0.250983555534314,0.10797236031734525,0.5405597149250896,1.1681038525500247,38,
REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS,0.03696303696303696,0.10176509593419214,0.2343926472946861,0.5502990518206443,1.2235939642934517,62,
REACTOME_ATF4_ACTIVATES_GENES_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,0.08891108891108891,0.17552969678405217,0.14641623786055022,0.5845953517773753,1.2297167850766069,27,
REACTOME_ATF6_ATF6_ALPHA_ACTIVATES_CHAPERONES,0.026973026973026972,0.0851890584332056,0.27650059925447157,0.7217640538636767,1.4171840663032917,11,
REACTOME_ATF6_ATF6_ALPHA_ACTIVATES_CHAPERONE_GENES,0.061938061938061936,0.13915188697107808,0.17821987495197314,0.6991449062098325,1.3608831695300114,10,
REACTOME_ATTACHMENT_AND_ENTRY,0.5584415584415584,0.6384442837227341,0.040575644789065675,0.5320549418346305,0.9627853628915156,4,
REACTOME_ATTACHMENT_OF_GPI_ANCHOR_TO_UPAR,0.3706293706293706,0.467911322189397,0.05947602869573201,0.5980077009310026,1.124519674999908,7,
REACTOME_ATTENUATION_PHASE,0.3076923076923077,0.41020814479638007,0.06847149044920875,0.5186585625243516,1.0910164408949785,27,
REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA,0.03996003996003996,0.1061977422202563,0.22496609354031374,0.5569277378292938,1.2273310072844559,53,
REACTOME_AURKA_ACTIVATION_BY_TPX2,0.1088911088911089,0.20175834629726064,0.13077713797197438,0.5131514850703197,1.1453707831838016,69,
REACTOME_AUTOPHAGY,5.219198263977727e-6,4.107219078291361e-4,0.610526878385931,0.5938781216867237,1.3666471993802234,142,
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS,0.27172827172827174,0.37680185697806845,0.07473852274390924,0.5380550126753487,1.1203298907337382,23,
REACTOME_BASE_EXCISION_REPAIR,0.058941058941058944,0.13498789004043654,0.18302393838448722,0.5336454697016764,1.1905039022080435,67,
REACTOME_BASE_EXCISION_REPAIR_AP_SITE_FORMATION,0.09090909090909091,0.17737290257951416,0.1446305280344838,0.5547020408582483,1.2022967151088062,39,
REACTOME_BASIGIN_INTERACTIONS,0.02958854909950894,0.08936498891141666,0.35248785758361917,0.6439418645245809,1.3445486493478493,24,
REACTOME_BBSOME_MEDIATED_CARGO_TARGETING_TO_CILIUM,0.01967574075771239,0.07011493530389837,0.35248785758361917,0.653686651632205,1.3542885812231507,22,
REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING,0.012778645983525648,0.052772454914472536,0.3807304007227924,0.5153046662525911,1.1862391614658412,144,
REACTOME_BETA_CATENIN_PHOSPHORYLATION_CASCADE,0.052947052947052944,0.1261555937754424,0.19381330272531053,0.6597346138220793,1.3364988755467175,16,
REACTOME_BETA_DEFENSINS,0.995004995004995,0.997116784877662,0.003232438776543834,0.26818440769958996,0.5668947565830088,29,
REACTOME_BETA_OXIDATION_OF_BUTANOYL_COA_TO_ACETYL_COA,0.1928071928071928,0.29541523916861934,0.09344492194109945,0.705017280218724,1.2925229115890846,5,
REACTOME_BETA_OXIDATION_OF_DECANOYL_COA_TO_OCTANOYL_COA_COA,0.3086913086913087,0.4109598108658259,0.06831108583186465,0.6341044420744231,1.1721463497658218,6,
REACTOME_BETA_OXIDATION_OF_HEXANOYL_COA_TO_BUTANOYL_COA,0.12987012987012986,0.22571906620986373,0.11828752612408502,0.741413175198929,1.3592482663706167,5,
REACTOME_BETA_OXIDATION_OF_LAUROYL_COA_TO_DECANOYL_COA_COA,0.44155844155844154,0.5323127935893893,0.05132233304211431,0.5900242721248397,1.0817038270018482,5,
REACTOME_BETA_OXIDATION_OF_OCTANOYL_COA_TO_HEXANOYL_COA,0.3876123876123876,0.4848149642851629,0.057366742676855584,0.6176528998934101,1.1323559676069193,5,
REACTOME_BETA_OXIDATION_OF_PRISTANOYL_COA,0.08691308691308691,0.17376483784387808,0.14826150047510658,0.6921613938219313,1.3390519415472306,9,
REACTOME_BETA_OXIDATION_OF_VERY_LONG_CHAIN_FATTY_ACIDS,0.04595404595404595,0.11613542568047473,0.2089550275493539,0.7116858831748409,1.385294138314244,10,
REACTOME_BH3_ONLY_PROTEINS_ASSOCIATE_WITH_AND_INACTIVATE_ANTI_APOPTOTIC_BCL_2_MEMBERS,0.2957042957042957,0.3989191760620332,0.07045008506584192,0.5955091246524612,1.1520689490811407,9,
REACTOME_BICARBONATE_TRANSPORTERS,0.6853146853146853,0.7467294244217322,0.030918431706180992,0.45698515272471413,0.8895200373261607,10,
REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,0.037734582491047705,0.10311261126217981,0.3217759180753611,0.5907497209053669,1.2851205422693512,43,
REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,0.2957042957042957,0.3989191760620332,0.07045008506584192,0.4973379249065384,1.0803659359263968,42,
REACTOME_BINDING_OF_TCF_LEF_CTNNB1_TO_TARGET_GENE_PROMOTERS,0.8881118881118881,0.9139197163171011,0.016193705107687452,0.3479209115430718,0.6622897380526191,8,
REACTOME_BIOSYNTHESIS_OF_EPA_DERIVED_SPMS,0.34765234765234765,0.447274796048638,0.06252374147247618,0.6167508323810733,1.1400680848812912,6,
REACTOME_BIOSYNTHESIS_OF_MARESINS,0.08091908091908091,0.16539953552940564,0.15419096658142434,0.7077481638603491,1.347243958322018,8,
REACTOME_BIOSYNTHESIS_OF_MARESIN_LIKE_SPMS,0.2517482517482518,0.3578538872066218,0.07871138069864847,0.6576599812037376,1.2156889231577794,6,
REACTOME_BIOSYNTHESIS_OF_SPECIALIZED_PRORESOLVING_MEDIATORS_SPMS,0.06993006993006994,0.15019855050181058,0.16693384871319314,0.629191058076602,1.2921494350938396,19,
REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN,0.0073989796311380316,0.03664564562065392,0.40701791892395395,0.5712944960458783,1.2816287066402607,76,
REACTOME_BIOTIN_TRANSPORT_AND_METABOLISM,0.7842157842157842,0.8289863121952674,0.023932954962491742,0.41698440376000734,0.8066959244383969,9,
REACTOME_BLOOD_GROUP_SYSTEMS_BIOSYNTHESIS,0.38161838161838163,0.47943453442344797,0.05809835768732064,0.5146128470847874,1.0642478939876479,21,
REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_GENE_EXPRESSION,0.002053413700357669,0.016249500036629262,0.4317076958033464,0.7112058161996911,1.4927671252281003,26,
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM,0.018774579714689408,0.06827777192774723,0.35248785758361917,0.6761688085766504,1.397111269969768,20,
REACTOME_BUDDING_AND_MATURATION_OF_HIV_VIRION,0.06393606393606394,0.14172994454684595,0.17520404755855126,0.5981619545671826,1.262803334729423,28,
REACTOME_BUTYRATE_RESPONSE_FACTOR_1_BRF1_BINDS_AND_DESTABILIZES_MRNA,0.10589410589410589,0.19788786411477705,0.13284630060618333,0.6262608050281112,1.268687202676891,16,
REACTOME_BUTYROPHILIN_BTN_FAMILY_INTERACTIONS,0.939060939060939,0.9525097172787829,0.011622042518008045,0.31094561412134086,0.6167696758112018,12,
REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION,0.029970029970029972,0.08946796091158579,0.2616635217115731,0.5598250583123227,1.239290045133213,59,
REACTOME_CA2_ACTIVATED_K_CHANNELS,0.02598388586974631,0.08317779510620485,0.35248785758361917,0.7681447822267794,1.4860490215303201,9,
REACTOME_CA2_PATHWAY,0.052947052947052944,0.1261555937754424,0.19381330272531053,0.5394062413845692,1.1993737206646868,62,
REACTOME_CALCINEURIN_ACTIVATES_NFAT,0.015020490051894675,0.058937740051270934,0.3807304007227924,0.7851485755635399,1.5189444743603788,9,
REACTOME_CALCITONIN_LIKE_LIGAND_RECEPTORS,0.45054945054945056,0.5415386480299506,0.05039643224429567,0.5413713565145658,1.0537774944829355,10,
REACTOME_CALNEXIN_CALRETICULIN_CYCLE,0.03833832303338051,0.10393537718044686,0.3217759180753611,0.6385050838553499,1.3401737960515454,26,
REACTOME_CAMK_IV_MEDIATED_PHOSPHORYLATION_OF_CREB,0.25874125874125875,0.36595805592310837,0.077274697304471,0.5968209537379849,1.1617099458936897,10,
REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN,0.005911761636977762,0.031481241950296994,0.40701791892395395,0.6393234705342866,1.3888007831562137,42,
REACTOME_CARDIAC_CONDUCTION,0.010985173923123915,0.04787845803724623,0.3807304007227924,0.531638150356018,1.218462530549312,121,
REACTOME_CARGO_CONCENTRATION_IN_THE_ER,0.03796203796203796,0.10311261126217981,0.23112670967383428,0.6067748419760158,1.2900503640537038,31,
REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS,0.13586413586413587,0.23172973925532628,0.11524000314778066,0.49006868720945557,1.1152648354707861,100,
REACTOME_CARGO_TRAFFICKING_TO_THE_PERICILIARY_MEMBRANE,5.907490215843249e-4,0.00718279818947808,0.47727081536286214,0.6393116016718261,1.4002585259445763,48,
REACTOME_CARNITINE_METABOLISM,0.16683316683316685,0.26808755623276326,0.10208010766274725,0.6165190260754644,1.222883432263548,12,
REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND,0.8401598401598401,0.8763522927735005,0.01990018252083185,0.39214986390572126,0.7944222436950064,16,
REACTOME_CASPASE_ACTIVATION_VIA_DEPENDENCE_RECEPTORS_IN_THE_ABSENCE_OF_LIGAND,0.08191808191808192,0.166600090505331,0.15315880868307333,0.6975297199174031,1.3494374781361862,9,
REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY,0.34965034965034963,0.44882620777500704,0.06224904294985801,0.5152945390548458,1.0789323740787535,25,
REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS,0.26973026973026976,0.37494889801072334,0.07511816352763015,0.579976011246493,1.1503992987506264,12,
REACTOME_CATION_COUPLED_CHLORIDE_COTRANSPORTERS,0.38161838161838163,0.47943453442344797,0.05809835768732064,0.5943025294025509,1.117552309401594,7,
REACTOME_CA_DEPENDENT_EVENTS,0.08891108891108891,0.17552969678405217,0.14641623786055022,0.5616163886126577,1.2088045337987738,36,
REACTOME_CD163_MEDIATING_AN_ANTI_INFLAMMATORY_RESPONSE,0.21978021978021978,0.32445928224979814,0.08603472424556043,0.6216134153963622,1.20257017829637,9,
REACTOME_CD209_DC_SIGN_SIGNALING,0.05194805194805195,0.12471934844816202,0.19578900214894943,0.6370135263768559,1.316207972825179,20,
REACTOME_CD22_MEDIATED_BCR_REGULATION,0.8741258741258742,0.9031358867245083,0.01731295880670774,0.33425489517745605,0.6127964837877966,5,
REACTOME_CD28_CO_STIMULATION,0.024975024975024976,0.08198637978475753,0.2878571172551493,0.620266728118672,1.318735160169217,31,
REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING,0.013525926939292523,0.05474135859859388,0.3807304007227924,0.676973360666305,1.4000184361043586,21,
REACTOME_CD28_DEPENDENT_VAV1_PATHWAY,0.6963036963036963,0.7566660420515425,0.030132984108295565,0.45609139927477005,0.8955356814600512,11,
REACTOME_CDC42_GTPASE_CYCLE,4.087950454886623e-7,8.272259741924145e-5,0.674962860011025,0.6033293056051205,1.3891539409912852,146,
REACTOME_CDC6_ASSOCIATION_WITH_THE_ORC_ORIGIN_COMPLEX,0.13586413586413587,0.23172973925532628,0.11524000314778066,0.6403699464413819,1.2573666972997066,11,
REACTOME_CELLULAR_HEXOSE_TRANSPORT,0.7772227772227772,0.8237456520284803,0.024426888716872902,0.4144446523103267,0.8570945146323511,21,
REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS,2.233255393899072e-4,0.003979127377934636,0.5188480777437918,0.556351658976429,1.2819133655453152,149,
REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS,0.020877290046572846,0.072839116628006,0.35248785758361917,0.539196630787432,1.2250125832531775,98,
REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA,0.04395604395604396,0.11300133623182626,0.21392785549235627,0.539335248014168,1.2061263358541772,72,
REACTOME_CELLULAR_RESPONSE_TO_STARVATION,1.382445129538919e-5,7.325607778214517e-4,0.5933254763964051,0.5791867967524087,1.3341820552504524,148,
REACTOME_CELLULAR_SENESCENCE,5.541141813802587e-4,0.006976913226001212,0.47727081536286214,0.5420382959915625,1.252662371823577,162,
REACTOME_CELL_CELL_COMMUNICATION,0.006283565787904112,0.033087996054149346,0.40701791892395395,0.5396115564403348,1.2375421444606094,126,
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION,0.11688311688311688,0.21199095398839315,0.12563992130984047,0.512125912030958,1.1405384194124244,64,
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE,0.04895104895104895,0.1196534268147728,0.20207170902115992,0.5353258723944632,1.1948647359735802,69,
REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS,0.026973026973026972,0.0851890584332056,0.27650059925447157,0.6834018092434073,1.3844441847744668,16,
REACTOME_CELL_JUNCTION_ORGANIZATION,0.07292707292707293,0.1555740945801187,0.16318012718068908,0.5163490808528242,1.167550500286536,89,
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,0.007547701600333406,0.0371226365169176,0.40701791892395395,0.5279398588399603,1.2115041235137605,131,
REACTOME_CGMP_EFFECTS,0.03796203796203796,0.10311261126217981,0.23112670967383428,0.6729841419398525,1.363339940211098,16,
REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY,0.8261738261738262,0.8659084164078614,0.020927585320904607,0.3974136540339165,0.8161556366174305,19,
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,0.7982017982017982,0.8421995137078935,0.022940567005690148,0.4041140162190193,0.8883769398406516,50,
REACTOME_CHK1_CHK2_CDS1_MEDIATED_INACTIVATION_OF_CYCLIN_B_CDK1_COMPLEX,0.1088911088911089,0.20175834629726064,0.13077713797197438,0.6417640292451419,1.2797651929775447,13,
REACTOME_CHL1_INTERACTIONS,0.013376470712174493,0.05436950003958441,0.3807304007227924,0.7885174747745155,1.525461929782769,9,
REACTOME_CHOLESTEROL_BIOSYNTHESIS,0.1108891108891109,0.20439092462514713,0.12944288774504625,0.5890644412666022,1.226540940187358,23,
REACTOME_CHOLINE_CATABOLISM,0.3176823176823177,0.42036151611116584,0.0668966276500666,0.6295955917738427,1.1638117094908282,6,
REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS,0.26973026973026976,0.37494889801072334,0.07511816352763015,0.5524959894480448,1.1316336858132998,18,
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM,0.07092907092907093,0.15199853096978663,0.16565669520548273,0.5551088246707108,1.2122290643116413,45,
REACTOME_CHREBP_ACTIVATES_METABOLIC_GENE_EXPRESSION,0.6313686313686314,0.7003395977554162,0.03486521968329424,0.48264725343195314,0.9075908750404529,7,
REACTOME_CHROMOSOME_MAINTENANCE,0.002867360597654888,0.020775530877637588,0.4317076958033464,0.5542164175695994,1.2658094465419971,111,
REACTOME_CHYLOMICRON_ASSEMBLY,0.8351648351648352,0.8730708405985158,0.02026910963671753,0.3897443297605263,0.7586360053257236,10,
REACTOME_CHYLOMICRON_CLEARANCE,0.32367632367632365,0.42570799673863735,0.06598161440087301,0.6445570540191414,1.181679915544257,5,
REACTOME_CHYLOMICRON_REMODELING,0.8461538461538461,0.8822796636561818,0.019454174494490585,0.37774073737262664,0.7307753253722014,9,
REACTOME_CILIUM_ASSEMBLY,2.57468283464926e-4,0.004394021970217684,0.49849310876659025,0.5475697692117141,1.2707254661374692,193,
REACTOME_CIRCADIAN_CLOCK,7.016515154244208e-6,4.969446857993461e-4,0.610526878385931,0.6595611119362594,1.472161826117468,69,
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE,0.30569430569430567,0.4088913918942247,0.06879430956047748,0.5316680987912183,1.0995190999297877,21,
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS,0.15284715284715283,0.25189993252820475,0.10755437526516934,0.48989744006136776,1.1112146082238115,94,
REACTOME_CLASS_C_3_METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS,0.22077922077922077,0.3254253550819628,0.0857844408075645,0.5188729531879024,1.1246384567314758,39,
REACTOME_CLASS_I_PEROXISOMAL_MEMBRANE_PROTEIN_IMPORT,0.04095904095904096,0.10784104371464967,0.22205604614524838,0.6503475187492453,1.3355977777805739,19,
REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS,0.0030523491152239174,0.02151070906325711,0.4317076958033464,0.5366346595406184,1.2346892302127175,139,
REACTOME_CLEC7A_DECTIN_1_INDUCES_NFAT_ACTIVATION,0.1258741258741259,0.22190503957772162,0.12043337164225933,0.6435856971962324,1.26368082545084,11,
REACTOME_CLEC7A_DECTIN_1_SIGNALING,0.002090411153419229,0.0164048055336196,0.4317076958033464,0.5709949310127164,1.2952672737770181,95,
REACTOME_CLEC7A_INFLAMMASOME_PATHWAY,0.37162837162837165,0.46875475370577774,0.05934876803356285,0.6070267727373759,1.1220930948639098,6,
REACTOME_COBALAMIN_CBL_VITAMIN_B12_TRANSPORT_AND_METABOLISM,0.2987012987012987,0.40219618784257566,0.06994587365016587,0.5336052849277951,1.1035253082430718,21,
REACTOME_COENZYME_A_BIOSYNTHESIS,0.28771228771228774,0.39243568179533517,0.07182762936038092,0.6126944117661134,1.1663030534013992,8,
REACTOME_COHESIN_LOADING_ONTO_CHROMATIN,5.541141813802587e-4,0.006976913226001212,0.47727081536286214,0.888553208133283,1.6914179399290115,8,
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,0.07392607392607392,0.15723165723165725,0.1619789488834018,0.5242934673401822,1.169666913734763,65,
REACTOME_COLLAGEN_CHAIN_TRIMERIZATION,0.03396603396603397,0.09690410294639902,0.24504178543099617,0.5768960821364546,1.2531899227808685,42,
REACTOME_COLLAGEN_DEGRADATION,0.23176823176823177,0.3370633473302878,0.083129129135339,0.4941454897531636,1.0959068159511762,60,
REACTOME_COLLAGEN_FORMATION,0.2647352647352647,0.37183688894149974,0.07608371609517249,0.4709483605393525,1.0642009094119231,88,
REACTOME_COMMON_PATHWAY_OF_FIBRIN_CLOT_FORMATION,0.08391608391608392,0.16896536299521372,0.15114876138548375,0.6089685006447918,1.2593806159084397,21,
REACTOME_COMPETING_ENDOGENOUS_RNAS_CERNAS_REGULATE_PTEN_TRANSLATION,0.5264735264735265,0.6102698447215633,0.0432768714901103,0.5292717207922752,1.007502618245986,8,
REACTOME_COMPLEMENT_CASCADE,0.7822177822177823,0.8278008879428379,0.02407420727530139,0.40832086664475153,0.9019281563318844,56,
REACTOME_COMPLEX_I_BIOGENESIS,0.054945054945054944,0.12875048855197738,0.19002330527910832,0.5573209591030643,1.2206777143272758,48,
REACTOME_CONDENSATION_OF_PROMETAPHASE_CHROMOSOMES,0.3626373626373626,0.4615236515506057,0.060509298865666666,0.5574893536369573,1.0946306135346007,11,
REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES,0.007250257687113127,0.03635394695148936,0.40701791892395395,0.6202727577380218,1.3474403789348561,41,
REACTOME_CONJUGATION_OF_BENZOATE_WITH_GLYCINE,0.07492507492507493,0.1580511818784343,0.1608014010700223,0.7512768647852466,1.388740365610281,6,
REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER,0.03796203796203796,0.10311261126217981,0.23112670967383428,0.5363149611080626,1.20315643632868,76,
REACTOME_CONSTITUTIVE_SIGNALING_BY_AKT1_E17K_IN_CANCER,0.008444430482592233,0.03980544352276838,0.3807304007227924,0.673745881721949,1.4107004607993228,25,
REACTOME_CONSTITUTIVE_SIGNALING_BY_EGFRVIII,0.004721990794099399,0.027356646052522693,0.40701791892395395,0.747491237228517,1.5099054333160844,15,
REACTOME_CONSTITUTIVE_SIGNALING_BY_LIGAND_RESPONSIVE_EGFR_CANCER_VARIANTS,0.014273208316375123,0.05711299316425244,0.3807304007227924,0.6920547801742033,1.421250638859552,19,
REACTOME_CONSTITUTIVE_SIGNALING_BY_OVEREXPRESSED_ERBB2,5.449554795452184e-4,0.006976913226001212,0.47727081536286214,0.8525705300886426,1.674022645175377,11,
REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE,0.34465534465534464,0.4440239160566582,0.06293946920189672,0.5237275986446459,1.0821346994708232,20,
REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING,0.013974295719309696,0.056154864925963645,0.3807304007227924,0.6081971701657164,1.3142626761948923,38,
REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING,0.04095904095904096,0.10784104371464967,0.22205604614524838,0.5995240014385008,1.2774725819809845,32,
REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT,1.893168923296232e-4,0.0035995621206028356,0.5188480777437918,0.6256076659396096,1.396153134427915,66,
REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC,0.0030523491152239174,0.02151070906325711,0.4317076958033464,0.5616381306482766,1.2746659507380953,96,
REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC,5.907490215843249e-4,0.00718279818947808,0.47727081536286214,0.64353965818788,1.4169452289755569,51,
REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT,7.189712761714339e-4,0.0081801029132276,0.47727081536286214,0.5722493443819208,1.3022859602486643,100,
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,0.10989010989010989,0.20294568534464233,0.13010563075112855,0.5139600328904288,1.1466136484662846,65,
REACTOME_CREATINE_METABOLISM,0.2947052947052947,0.39833020033401717,0.07061962471225905,0.5853253195025833,1.1393337331585633,10,
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS,0.47052947052947053,0.5582118886138987,0.048408761881695135,0.5098625819378819,1.0239541712088738,14,
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_NMDA_RECEPTOR_MEDIATED_ACTIVATION_OF_RAS_SIGNALING,0.028971028971028972,0.0878313977698642,0.26635065708852557,0.6396591513533386,1.3318884691348856,23,
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_ADENYLATE_CYCLASE,0.11888111888111888,0.21369937169429556,0.12443416863039332,0.6507873842518166,1.2778213414422397,11,
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII_CAMKK_CAMKIV_CASCASDE,0.2627372627372627,0.3701316088188291,0.0764767053228531,0.6233241599234433,1.1865374598113507,8,
REACTOME_CREB3_FACTORS_ACTIVATE_GENES,0.2957042957042957,0.3989191760620332,0.07045008506584192,0.6102288946521668,1.1616097836685801,8,
REACTOME_CREB_PHOSPHORYLATION,0.2857142857142857,0.39046240782854386,0.0721797965581253,0.6440567803660566,1.1905433144078132,6,
REACTOME_CRISTAE_FORMATION,0.028971028971028972,0.0878313977698642,0.26635065708852557,0.6248618182218086,1.3144187066910988,27,
REACTOME_CRMPS_IN_SEMA3A_SIGNALING,0.025974025974025976,0.08317779510620485,0.28201335001172506,0.6891313918500724,1.3920206431864828,15,
REACTOME_CROSSLINKING_OF_COLLAGEN_FIBRILS,0.32667332667332666,0.4276642950395261,0.06553210292824141,0.5420855666554687,1.0981639209255212,16,
REACTOME_CROSS_PRESENTATION_OF_PARTICULATE_EXOGENOUS_ANTIGENS_PHAGOSOMES,0.8661338661338661,0.897825555344765,0.017936348974065448,0.3600267596140535,0.6770099684036968,7,
REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES,0.10589410589410589,0.19788786411477705,0.13284630060618333,0.5410397115683221,1.1829980275682401,46,
REACTOME_CS_DS_DEGRADATION,0.5254745254745254,0.6093611668724235,0.04336369878832656,0.4980752064949225,0.9879466687688749,12,
REACTOME_CTLA4_INHIBITORY_SIGNALING,0.15084915084915085,0.24991558149452886,0.10839425585339667,0.5812410688282708,1.202038749914261,21,
