TERMS,tValue,DF,pVal,FDR,pAdjust,collection,signif
WP_NUCLEOTIDE_METABOLISM,2.57334451911146,592,0.764509091780982,0.999201393685791,1,WP,FALSE
WP_APOPTOSIS_MODULATION_AND_SIGNALING,-0.756882169526734,3295,0.475400282654602,0.999201393685791,1,WP,FALSE
WP_DIFFERENTIATION_OF_WHITE_AND_BROWN_ADIPOCYTE,-0.643635071227654,844,0.496971553046999,0.999201393685791,1,WP,FALSE
WP_DRUG_INDUCTION_OF_BILE_ACID_PATHWAY,1.39320466383864,702,0.952541770351289,0.999201393685791,1,WP,FALSE
WP_RANKLRANK_RECEPTOR_ACTIVATOR_OF_NFKB_LIGAND_SIGNALING_PATHWAY,6.41641304425234,2137,0.14186216338736,0.956800628105521,1,WP,FALSE
WP_DNA_MISMATCH_REPAIR,0.637431341244925,836,0.772218960576946,0.999201393685791,1,WP,FALSE
WP_WNT_SIGNALING,2.9517069849699,4093,0.678369694507388,0.999201393685791,1,WP,FALSE
WP_MICRORNA_FOR_TARGETING_CANCER_GROWTH_AND_VASCULARIZATION_IN_GLIOBLASTOMA,7.22050811524768,293,0.0866108585431794,0.870933107525341,1,WP,FALSE
WP_SULINDAC_METABOLIC_PATHWAY,2.8600213874211,201,0.698910377126227,0.999201393685791,1,WP,FALSE
WP_ESTROGEN_SIGNALING_PATHWAY,-0.434068210318958,761,0.538226030203596,0.999201393685791,1,WP,FALSE
WP_FAS_LIGAND_FASL_PATHWAY_AND_STRESS_INDUCTION_OF_HEAT_SHOCK_PROTEINS_HSP_REGULATION,-1.36756984974261,1709,0.368368584652307,0.999201393685791,1,WP,FALSE
WP_HYPERTROPHY_MODEL,3.7547524764167,793,0.509876023203046,0.999201393685791,1,WP,FALSE
WP_HEDGEHOG_SIGNALING_PATHWAY_NETPATH,5.34757580388235,450,0.252757363371113,0.999201393685791,1,WP,FALSE
WP_CANNABINOID_RECEPTOR_SIGNALING,-0.684749312555964,1056,0.489080340480542,0.999201393685791,1,WP,FALSE
WP_EFFECTS_OF_NITRIC_OXIDE,0.397971168905887,218,0.717102493349078,0.999201393685791,1,WP,FALSE
WP_RETINOBLASTOMA_GENE_IN_CANCER,2.52563219394919,3057,0.7756077699989,0.999201393685791,1,WP,FALSE
WP_SREBF_AND_MIR33_IN_CHOLESTEROL_AND_LIPID_HOMEOSTASIS,6.96059773153196,714,0.10216014294134,0.914180139475772,1,WP,FALSE
WP_ACE_INHIBITOR_PATHWAY,2.22536487936357,603,0.84642220771634,0.999201393685791,1,WP,FALSE
WP_CARDIAC_PROGENITOR_DIFFERENTIATION,-0.776716048109342,2143,0.471675903386921,0.999201393685791,1,WP,FALSE
WP_PATHWAYS_AFFECTED_IN_ADENOID_CYSTIC_CARCINOMA,3.37818067358292,2146,0.586130745568768,0.999201393685791,1,WP,FALSE
WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,0.429339598488398,1601,0.724246253022286,0.999201393685791,1,WP,FALSE
WP_HUMAN_THYROID_STIMULATING_HORMONE_TSH_SIGNALING_PATHWAY,-0.370503437002831,2313,0.551070352977111,0.999201393685791,1,WP,FALSE
WP_CARDIAC_HYPERTROPHIC_RESPONSE,0.269700731723146,1997,0.688153127643317,0.999201393685791,1,WP,FALSE
WP_CANONICAL_AND_NONCANONICAL_TGFB_SIGNALING,1.77608835346982,627,0.954557562356088,0.999201393685791,1,WP,FALSE
WP_EPO_RECEPTOR_SIGNALING,-0.309019433113841,805,0.563635969759432,0.999201393685791,1,WP,FALSE
WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,7.93205975570589,2187,0.0535998855784916,0.772822840024577,1,WP,FALSE
WP_DDX1_AS_A_REGULATORY_COMPONENT_OF_THE_DROSHA_MICROPROCESSOR,-3.19330302420735,336,0.145656091769764,0.956800628105521,1,WP,FALSE
WP_PARKINUBIQUITIN_PROTEASOMAL_SYSTEM_PATHWAY,7.61293064455867,2658,0.0668092638872672,0.802031052003589,1,WP,FALSE
WP_BRAINDERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING_PATHWAY,6.19388923691792,4897,0.161158878030463,0.983660884047705,1,WP,FALSE
WP_TRIACYLGLYCERIDE_SYNTHESIS,1.70983805162934,869,0.970623298439983,0.999201393685791,1,WP,FALSE
WP_EBOLA_VIRUS_PATHWAY_ON_HOST,45.6015692024444,10250,6.75948172729198e-41,6.16203076171843e-39,1.914961173341818e-37,WP,TRUE
WP_OSTEOCLAST_SIGNALING,-2.84253103705594,761,0.177555961315046,0.999201393685791,1,WP,FALSE
WP_MICROGLIA_PATHOGEN_PHAGOCYTOSIS_PATHWAY,6.81933966522298,1583,0.111499385734567,0.934578094460846,1,WP,FALSE
WP_PEPTIDE_GPCRS,0.283611125756695,3041,0.691271473228738,0.999201393685791,1,WP,FALSE
WP_COMPOSITION_OF_LIPID_PARTICLES,NA,NA,1,NA,1,WP,FALSE
WP_NUCLEOTIDEBINDING_OLIGOMERIZATION_DOMAIN_NOD_PATHWAY,4.48907770861379,1571,0.377526372878329,0.999201393685791,1,WP,FALSE
WP_WNT_SIGNALING_IN_KIDNEY_DISEASE,1.63492263700097,1171,0.988804359628474,0.999201393685791,1,WP,FALSE
WP_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY,2.63176973393494,2943,0.750984229334806,0.999201393685791,1,WP,FALSE
WP_LTF_DANGER_SIGNAL_RESPONSE_PATHWAY,2.80199577983735,699,0.712026085459758,0.999201393685791,1,WP,FALSE
WP_MEVALONATE_PATHWAY,-0.629247125388039,248,0.499749026678772,0.999201393685791,1,WP,FALSE
WP_SPLICING_FACTOR_NOVA_REGULATED_SYNAPTIC_PROTEINS,4.3823498502771,1810,0.395331083638215,0.999201393685791,1,WP,FALSE
WP_NAD_BIOSYNTHETIC_PATHWAYS,3.99325571773959,838,0.464412805330631,0.999201393685791,1,WP,FALSE
WP_BIOGENIC_AMINE_SYNTHESIS,-1.83459961814449,721,0.297580395675441,0.999201393685791,1,WP,FALSE
WP_HEDGEHOG_SIGNALING_PATHWAY,3.55790829097466,1488,0.549081427468221,0.999201393685791,1,WP,FALSE
WP_PHOTODYNAMIC_THERAPYINDUCED_HIF1_SURVIVAL_SIGNALING,-2.4715244941331602,1411,0.216669510128815,0.999201393685791,1,WP,FALSE
WP_MACROPHAGE_MARKERS,-0.390712660928337,397,0.546970444447498,0.999201393685791,1,WP,FALSE
WP_PHOTODYNAMIC_THERAPYINDUCED_NFE2L2_NRF2_SURVIVAL_SIGNALING,3.75434733194192,973,0.509955184644673,0.999201393685791,1,WP,FALSE
WP_TRANSSULFURATION_AND_ONE_CARBON_METABOLISM,6.2250100203242,1202,0.158346751568803,0.981728134381882,1,WP,FALSE
WP_CYTOKINES_AND_INFLAMMATORY_RESPONSE,39.3291198321429,1703,1.6021933292616698e-30,1.37206010560408e-28,4.53901370179831e-27,WP,TRUE
WP_HOMOLOGOUS_RECOMBINATION,-1.67400176646396,454,0.320821465155392,0.999201393685791,1,WP,FALSE
WP_HYPOTHESIZED_PATHWAYS_IN_PATHOGENESIS_OF_CARDIOVASCULAR_DISEASE,-0.0778854487563981,913,0.612068943883547,0.999201393685791,1,WP,FALSE
WP_ETHANOL_EFFECTS_ON_HISTONE_MODIFICATIONS,7.47977958049491,1267,0.0730623124810384,0.829150938542843,1,WP,FALSE
WP_ERBB_SIGNALING_PATHWAY,3.72029209568054,3059,0.516632178200146,0.999201393685791,1,WP,FALSE
WP_INTERLEUKIN11_SIGNALING_PATHWAY,3.52734225238096,1512,0.555300032191162,0.999201393685791,1,WP,FALSE
WP_FATTY_ACID_OMEGA_OXIDATION,6.66019251172454,727,0.122814700008368,0.943775139400086,1,WP,FALSE
WP_VITAMIN_D_RECEPTOR_PATHWAY,28.4435431992375,8794,3.05676555501321e-16,2.39956096068537e-14,8.659816817352424e-13,WP,TRUE
WP_IL4_SIGNALING_PATHWAY,1.2221206373916,1817,0.911163755856926,0.999201393685791,1,WP,FALSE
WP_WNT_SIGNALING_PATHWAY_NETPATH,0.924520932301021,1845,0.839822017926209,0.999201393685791,1,WP,FALSE
WP_IL3_SIGNALING_PATHWAY,3.89957157207297,1668,0.481996722740793,0.999201393685791,1,WP,FALSE
WP_CELL_DIFFERENTIATION_INDEX_EXPANDED,2.63660728647739,1325,0.749867741561845,0.999201393685791,1,WP,FALSE
WP_MONOAMINE_TRANSPORT,8.59131592121643,1125,0.0331182042425461,0.617379235486074,1,WP,FALSE
WP_TCELL_ANTIGEN_RECEPTOR_TCR_SIGNALING_PATHWAY,3.8359691098168,3178,0.494137807796602,0.999201393685791,1,WP,FALSE
WP_GASTRIC_ACID_PRODUCTION,1.82464205497133,291,0.942794606021043,0.999201393685791,1,WP,FALSE
WP_ONE_CARBON_METABOLISM_AND_RELATED_PATHWAYS,3.88865245183413,2128,0.484069473113195,0.999201393685791,1,WP,FALSE
WP_SMALL_LIGAND_GPCRS,4.01401767030059,796,0.460564811032587,0.999201393685791,1,WP,FALSE
WP_GANGLIO_SPHINGOLIPID_METABOLISM,3.52036814998767,498,0.556723706046546,0.999201393685791,1,WP,FALSE
WP_LNCRNA_INVOLVEMENT_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,0.983995124033478,3417,0.853993851910525,0.999201393685791,1,WP,FALSE
WP_PANCREATIC_ADENOCARCINOMA_PATHWAY,1.5374230871971999,3056,0.987526395575822,0.999201393685791,1,WP,FALSE
WP_CELLS_AND_MOLECULES_INVOLVED_IN_LOCAL_ACUTE_INFLAMMATORY_RESPONSE,-2.46919827403735,689,0.216932905414452,0.999201393685791,1,WP,FALSE
WP_EXTRACELLULAR_VESICLES_IN_THE_CROSSTALK_OF_CARDIAC_CELLS,2.81312857695506,924,0.709502947573524,0.999201393685791,1,WP,FALSE
WP_INHIBITION_OF_EXOSOME_BIOGENESIS_AND_SECRETION_BY_MANUMYCIN_A_IN_CRPC_CELLS,0.982931174308087,628,0.85373989953214,0.999201393685791,1,WP,FALSE
WP_NONSMALL_CELL_LUNG_CANCER,0.317348995035309,2586,0.698856316462945,0.999201393685791,1,WP,FALSE
WP_BREAST_CANCER_PATHWAY,4.62806923224101,5595,0.355093873723052,0.999201393685791,1,WP,FALSE
WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,4.11697493293825,1529,0.441748571855914,0.999201393685791,1,WP,FALSE
WP_METHIONINE_METABOLISM_LEADING_TO_SULPHUR_AMINO_ACIDS_AND_RELATED_DISORDERS,10.499539747562,452,0.00670278754541223,0.212832332621741,1,WP,FALSE
WP_SOMATROPH_AXIS_GH_AND_ITS_RELATIONSHIP_TO_DIETARY_RESTRICTION_AND_AGING,-1.59075239263116,200,0.333323623733879,0.999201393685791,1,WP,FALSE
WP_CALORIC_RESTRICTION_AND_AGING,-0.66639462739378,293,0.492594861578142,0.999201393685791,1,WP,FALSE
WP_FIBRIN_COMPLEMENT_RECEPTOR_3_SIGNALING_PATHWAY,5.94338226429543,1492,0.185183397213522,0.999201393685791,1,WP,FALSE
WP_RESISTIN_AS_A_REGULATOR_OF_INFLAMMATION,3.36709242336062,1088,0.588453966754052,0.999201393685791,1,WP,FALSE
WP_THERMOGENESIS,1.47225174011681,3637,0.97171006615815,0.999201393685791,1,WP,FALSE
WP_METABOLIC_PATHWAY_OF_LDL_HDL_AND_TG_INCLUDING_DISEASES,NA,NA,1,NA,1,WP,FALSE
WP_THE_HUMAN_IMMUNE_RESPONSE_TO_TUBERCULOSIS,6.7057153019893,989,0.119490088996288,0.934578094460846,1,WP,FALSE
WP_THE_ALTERNATIVE_PATHWAY_OF_FETAL_ANDROGEN_SYNTHESIS,-0.328411890543932,509,0.559657818715718,0.999201393685791,1,WP,FALSE
WP_MET_IN_TYPE_1_PAPILLARY_RENAL_CELL_CARCINOMA,1.23333729537389,1985,0.913870455844634,0.999201393685791,1,WP,FALSE
WP_HEREDITARY_LEIOMYOMATOSIS_AND_RENAL_CELL_CARCINOMA_PATHWAY,-0.789212790124729,762,0.469337567165474,0.999201393685791,1,WP,FALSE
WP_TRYPTOPHAN_CATABOLISM_LEADING_TO_NAD_PRODUCTION,0.627973952983413,655,0.770018103916585,0.999201393685791,1,WP,FALSE
WP_TRANSCRIPTIONAL_CASCADE_REGULATING_ADIPOGENESIS,-0.70395855858601,449,0.485416703413358,0.999201393685791,1,WP,FALSE
WP_OXYSTEROLS_DERIVED_FROM_CHOLESTEROL,-0.396545729936714,1825,0.545789885778062,0.999201393685791,1,WP,FALSE
WP_MTHFR_DEFICIENCY,3.01726024686652,1011,0.663827617308939,0.999201393685791,1,WP,FALSE
WP_THE_EFFECT_OF_PROGERIN_ON_THE_INVOLVED_GENES_IN_HUTCHINSONGILFORD_PROGERIA_SYNDROME,8.90999522159906,1212,0.0259064252654671,0.563165829232385,1,WP,FALSE
WP_ROLE_OF_ALTERED_GLYCOLYSATION_OF_MUC1_IN_TUMOUR_MICROENVIRONMENT,0.21906925401704,287,0.676847917363613,0.999201393685791,1,WP,FALSE
WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,1.98866528356498,2711,0.903164287531659,0.999201393685791,1,WP,FALSE
WP_RETT_SYNDROME_CAUSING_GENES,1.92825217142081,1498,0.917738195440726,0.999201393685791,1,WP,FALSE
WP_GENOTOXICITY_PATHWAY,6.39168080854299,2911,0.143914900991617,0.956800628105521,1,WP,FALSE
WP_NRF2ARE_REGULATION,5.82974389201822,913,0.196916518336975,0.999201393685791,1,WP,FALSE
WP_LIPID_METABOLISM_PATHWAY,1.71013878957818,861,0.970550337425767,0.999201393685791,1,WP,FALSE
WP_PHOSPHODIESTERASES_IN_NEURONAL_FUNCTION,-1.65082578314739,2059,0.324270791926982,0.999201393685791,1,WP,FALSE
WP_RAS_SIGNALING,2.30316458879241,6624,0.827929776050735,0.999201393685791,1,WP,FALSE
WP_PYRIMIDINE_METABOLISM_AND_RELATED_DISEASES,1.3620078507403,690,0.944983720533745,0.999201393685791,1,WP,FALSE
WP_PURINE_METABOLISM_AND_RELATED_DISORDERS,2.18339429963107,771,0.856434237909717,0.999201393685791,1,WP,FALSE
WP_VITAMIN_B6DEPENDENT_AND_RESPONSIVE_DISORDERS,-2.66166583763497,160,0.195911875585494,0.999201393685791,1,WP,FALSE
WP_FERROPTOSIS,4.27333562619098,1364,0.414031554060059,0.999201393685791,1,WP,FALSE
WP_DISORDERS_OF_THE_KREBS_CYCLE,1.37760168486833,309,0.948761061394389,0.999201393685791,1,WP,FALSE
WP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_IN_COLORECTAL_CANCER,5.12557605296218,5703,0.281869142093665,0.999201393685791,1,WP,FALSE
WP_TYPE_2_PAPILLARY_RENAL_CELL_CARCINOMA,0.887124950774666,1145,0.830937312878882,0.999201393685791,1,WP,FALSE
WP_REGULATION_OF_SISTER_CHROMATID_SEPARATION_AT_THE_METAPHASEANAPHASE_TRANSITION,0.908412927092019,526,0.835992433247788,0.999201393685791,1,WP,FALSE
WP_VITAMIN_D_IN_INFLAMMATORY_DISEASES,1.29778000183053,716,0.92943957938617106,0.999201393685791,1,WP,FALSE
WP_THIAMINE_METABOLIC_PATHWAYS,4.5666363855994,308,0.364903087978807,0.999201393685791,1,WP,FALSE
WP_OLIGODENDROCYTE_SPECIFICATION_AND_DIFFERENTIATION_LEADING_TO_MYELIN_COMPONENTS_FOR_CNS,3.32351880805457,972,0.597624492354978,0.999201393685791,1,WP,FALSE
WP_VIRAL_ACUTE_MYOCARDITIS,-2.05336825692244,3562,0.267775152206521,0.999201393685791,1,WP,FALSE
WP_DISORDERS_OF_FOLATE_METABOLISM_AND_TRANSPORT,3.85318007840246,774,0.490836342398811,0.999201393685791,1,WP,FALSE
WP_VITAMIN_B12_DISORDERS,-1.35327256134463,535,0.370689146871539,0.999201393685791,1,WP,FALSE
WP_ULTRACONSERVED_REGION_339_MODULATION_OF_TUMOR_SUPPRESSOR_MICRORNAS_IN_CANCER,1.90969648492504,213,0.922220308464614,0.999201393685791,1,WP,FALSE
WP_MITOCHONDRIAL_FATTY_ACID_SYNTHESIS_PATHWAY,-0.579731400357839,190,0.509370252602922,0.999201393685791,1,WP,FALSE
WP_OMEGA9_FA_SYNTHESIS,0.0861700810548402,558,0.647523438304882,0.999201393685791,1,WP,FALSE
WP_MITOCHONDRIAL_COMPLEX_I_ASSEMBLY_MODEL_OXPHOS_SYSTEM,4.42401175269875,2047,0.388321328777182,0.999201393685791,1,WP,FALSE
WP_NETRINUNC5B_SIGNALING_PATHWAY,4.95494598154156,1918,0.305734915950305,0.999201393685791,1,WP,FALSE
WP_CANONICAL_NFKB_PATHWAY,1.40214788625512,227,0.954709261689539,0.999201393685791,1,WP,FALSE
WP_SPHINGOLIPID_METABOLISM_INTEGRATED_PATHWAY,1.9087957831193,995,0.922437936389137,0.999201393685791,1,WP,FALSE
WP_OVERVIEW_OF_INTERFERONSMEDIATED_SIGNALING_PATHWAY,14.7483152606369,1692,6.22719955085548e-5,0.00338424344821492,0.17641656327573574,WP,FALSE
WP_INTERACTIONS_BETWEEN_IMMUNE_CELLS_AND_MICRORNAS_IN_TUMOR_MICROENVIRONMENT,2.25855190375835,1207,0.838522917017317,0.999201393685791,1,WP,FALSE
WP_22Q112_COPY_NUMBER_VARIATION_SYNDROME,5.01997724210375,5598,0.296485620743863,0.999201393685791,1,WP,FALSE
WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,4.52274036539976,1592,0.372014795505636,0.999201393685791,1,WP,FALSE
WP_OMEGA3OMEGA6_FA_SYNTHESIS,-3.19567546257078,599,0.145456368577901,0.956800628105521,1,WP,FALSE
WP_CYSTEINE_AND_METHIONINE_CATABOLISM,9.0809600841258,568,0.0226295865696018,0.510598647712933,1,WP,FALSE
WP_THYROID_HORMONES_PRODUCTION_AND_THEIR_PERIPHERAL_DOWNSTREAM_SIGNALLING_EFFECTS,0.287679692117249,3404,0.692184532774182,0.999201393685791,1,WP,FALSE
WP_CELL_MIGRATION_AND_INVASION_THROUGH_P75NTR,5.63414595429469,1090,0.218370727259809,0.999201393685791,1,WP,FALSE
WP_CONTROL_OF_IMMUNE_TOLERANCE_BY_VASOACTIVE_INTESTINAL_PEPTIDE,-1.26153219966084,502,0.385794375938925,0.999201393685791,1,WP,FALSE
WP_RELATIONSHIP_BETWEEN_INFLAMMATION_COX2_AND_EGFR,-0.187311142296781,977,0.588909317086077,0.999201393685791,1,WP,FALSE
WP_PKCGAMMA_CALCIUM_SIGNALING_PATHWAY_IN_ATAXIA,2.50823466992508,829,0.779666286407873,0.999201393685791,1,WP,FALSE
WP_IL10_ANTIINFLAMMATORY_SIGNALING_PATHWAY,-5.61035106696078,384,0.0284894067178909,0.59330193809906,1,WP,FALSE
WP_SELECTIVE_EXPRESSION_OF_CHEMOKINE_RECEPTORS_DURING_TCELL_POLARIZATION,-0.348156410857775,1007,0.555621490373916,0.999201393685791,1,WP,FALSE
WP_NEURAL_CREST_CELL_MIGRATION_DURING_DEVELOPMENT,5.13113514569924,1497,0.281113462359825,0.999201393685791,1,WP,FALSE
WP_MOLYBDENUM_COFACTOR_MOCO_BIOSYNTHESIS,1.90536976324014,303,0.923265785574576,0.999201393685791,1,WP,FALSE
WP_FBXL10_ENHANCEMENT_OF_MAPERK_SIGNALING_IN_DIFFUSE_LARGE_BCELL_LYMPHOMA,6.23160439837723,1151,0.157755671769989,0.981728134381882,1,WP,FALSE
WP_HEPATITIS_B_INFECTION,8.635238759936,5419,0.0320319471425969,0.60753209815422,1,WP,FALSE
WP_BILE_ACIDS_SYNTHESIS_AND_ENTEROHEPATIC_CIRCULATION,0.404709999141207,476,0.718635115276613,0.999201393685791,1,WP,FALSE
WP_SIGNAL_TRANSDUCTION_THROUGH_IL1R,1.56924006818387,1093,0.995250174428087,0.999201393685791,1,WP,FALSE
WP_FRAGILE_X_SYNDROME,2.07198019264419,4084,0.883120017432039,0.999201393685791,1,WP,FALSE
WP_TRANSLATION_INHIBITORS_IN_CHRONICALLY_ACTIVATED_PDGFRA_CELLS,4.23890278388643,1581,0.4200452711724,0.999201393685791,1,WP,FALSE
WP_NONALCOHOLIC_FATTY_LIVER_DISEASE,2.433776091363,5677,0.797102731490929,0.999201393685791,1,WP,FALSE
WP_PLATELETMEDIATED_INTERACTIONS_WITH_VASCULAR_AND_CIRCULATING_CELLS,1.74800404241829,524,0.961366148858257,0.999201393685791,1,WP,FALSE
WP_MFAP5_EFFECT_ON_PERMEABILITY_AND_MOTILITY_OF_ENDOTHELIAL_CELLS_VIA_CYTOSKELETON_REARRANGEMENT,-0.834545108408954,650,0.460909219038564,0.999201393685791,1,WP,FALSE
WP_CEREBRAL_ORGANIC_ACIDURIAS_INCLUDING_DISEASES,4.94300420042434,291,0.307453949965046,0.999201393685791,1,WP,FALSE
WP_GAMMAGLUTAMYL_CYCLE_FOR_THE_BIOSYNTHESIS_AND_DEGRADATION_OF_GLUTATHIONE_INCLUDING_DISEASES,2.83954959940929,340,0.703527667244982,0.999201393685791,1,WP,FALSE
WP_MELANOMA,3.86255187169589,2404,0.489043610772953,0.999201393685791,1,WP,FALSE
WP_ASPIRIN_AND_MIRNAS,-1.79674260490918,671,0.302954876758621,0.999201393685791,1,WP,FALSE
WP_PROXIMAL_TUBULE_TRANSPORT,4.26102113627272,2122,0.416176412575997,0.999201393685791,1,WP,FALSE
WP_GLYCOSYLATION_AND_RELATED_CONGENITAL_DEFECTS,-0.246409431201798,892,0.576571937282469,0.999201393685791,1,WP,FALSE
WP_GDNFRET_SIGNALLING_AXIS,-1.04786385193784,758,0.422404419971308,0.999201393685791,1,WP,FALSE
WP_CLASSICAL_PATHWAY_OF_STEROIDOGENESIS_WITH_GLUCOCORTICOID_AND_MINERALOCORTICOID_METABOLISM,-0.398334672435693,611,0.545428073902517,0.999201393685791,1,WP,FALSE
WP_COMPUTATIONAL_MODEL_OF_AEROBIC_GLYCOLYSIS,1.26696247974499,417,0.921990437476923,0.999201393685791,1,WP,FALSE
WP_THE_INFLUENCE_OF_LAMINOPATHIES_ON_WNT_SIGNALING,4.16909447942192,1200,0.432393649146495,0.999201393685791,1,WP,FALSE
WP_EICOSANOID_METABOLISM_VIA_CYTOCHROME_P450_MONOOXYGENASES_CYP_PATHWAY,2.8548828141497,489,0.700068313305718,0.999201393685791,1,WP,FALSE
WP_AMINO_ACID_METABOLISM_PATHWAY_EXCERPT_HISTIDINE_CATABOLISM_EXTENSION,-3.45474318352186,304,0.124883163546647,0.947424282615986,1,WP,FALSE
WP_HIPPOYAP_SIGNALING_PATHWAY,0.995373939354935,760,0.856710783242557,0.999201393685791,1,WP,FALSE
WP_SYNAPTIC_SIGNALING_PATHWAYS_ASSOCIATED_WITH_AUTISM_SPECTRUM_DISORDER,2.15636151821886,1737,0.862895235414361,0.999201393685791,1,WP,FALSE
WP_HIPPOMERLIN_SIGNALING_DYSREGULATION,2.15566248457955,4371,0.863062432301221,0.999201393685791,1,WP,FALSE
WP_REGULATORY_CIRCUITS_OF_THE_STAT3_SIGNALING_PATHWAY,0.146335476838717,2909,0.660734792077607,0.999201393685791,1,WP,FALSE
WP_TRANSCRIPTION_COFACTORS_SKI_AND_SKIL_PROTEIN_PARTNERS,-0.850953686224064,572,0.457879460737005,0.999201393685791,1,WP,FALSE
WP_GENES_RELATED_TO_PRIMARY_CILIUM_DEVELOPMENT_BASED_ON_CRISPR,0.640089243510585,3619,0.772837819707133,0.999201393685791,1,WP,FALSE
WP_INTRAFLAGELLAR_TRANSPORT_PROTEINS_BINDING_TO_DYNEIN,1.10440891942062,1005,0.882826727135401,0.999201393685791,1,WP,FALSE
WP_ENVELOPE_PROTEINS_AND_THEIR_POTENTIAL_ROLES_IN_EDMD_PHYSIOPATHOLOGY,-1.54592064825245,1566,0.340184846729509,0.999201393685791,1,WP,FALSE
WP_MECHANOREGULATION_AND_PATHOLOGY_OF_YAPTAZ_VIA_HIPPO_AND_NONHIPPO_MECHANISMS,1.08164874295325,1753,0.877363725518735,0.999201393685791,1,WP,FALSE
WP_PATHWAYS_REGULATING_HIPPO_SIGNALING,-0.333974145376433,3638,0.558519301499856,0.999201393685791,1,WP,FALSE
WP_VITAMIN_DSENSITIVE_CALCIUM_SIGNALING_IN_DEPRESSION,2.29451281646641,1473,0.829981730559246,0.999201393685791,1,WP,FALSE
WP_GLYCOSAMINOGLYCAN_DEGRADATION,0.477145264404857,550,0.735179532331207,0.999201393685791,1,WP,FALSE
WP_UREA_CYCLE_AND_RELATED_DISEASES,0.596626509068449,289,0.762736473458521,0.999201393685791,1,WP,FALSE
WP_SMALL_CELL_LUNG_CANCER,-0.0547828782617292,3759,0.617009598044246,0.999201393685791,1,WP,FALSE
WP_JOUBERT_SYNDROME,3.13406830684311,2364,0.638229450992176,0.999201393685791,1,WP,FALSE
WP_KETOGENESIS_AND_KETOLYSIS,-3.61264054888174,303,0.113503767340696,0.934578094460846,1,WP,FALSE
WP_CYTOSOLIC_DNASENSING_PATHWAY,16.7222303242841,2793,4.13193770247578e-6,2.5979573540327e-4,0.011705779511113885,WP,TRUE
WP_FGFR3_SIGNALLING_IN_CHONDROCYTE_PROLIFERATION_AND_TERMINAL_DIFFERENTIATION,-2.02208173381012,940,0.27190715843066,0.999201393685791,1,WP,FALSE
WP_EGFR_TYROSINE_KINASE_INHIBITOR_RESISTANCE,2.26815274729395,2728,0.83624068514573,0.999201393685791,1,WP,FALSE
WP_CANCER_IMMUNOTHERAPY_BY_CTLA4_BLOCKADE,36.0859663653228,1155,8.97195450493051e-26,7.45727747968636e-24,2.5417547112468134e-22,WP,TRUE
WP_BIOMARKERS_FOR_PYRIMIDINE_METABOLISM_DISORDERS,2.55593343568988,651,0.76855372995829,0.999201393685791,1,WP,FALSE
WP_BIOMARKERS_FOR_UREA_CYCLE_DISORDERS,1.60851698563939,364,0.995214562773864,0.999201393685791,1,WP,FALSE
WP_CANCER_IMMUNOTHERAPY_BY_PD1_BLOCKADE,29.4516966042922,1883,2.2946085788041702e-17,1.8527325267716e-15,6.500626103752214e-14,WP,TRUE
WP_METABOLISM_OF_ALPHALINOLENIC_ACID,-2.72161855401589,235,0.189679243816325,0.999201393685791,1,WP,FALSE
WP_RENIN_ANGIOTENSIN_ALDOSTERONE_SYSTEM_RAAS,2.11210739238251,1526,0.873491866218078,0.999201393685791,1,WP,FALSE
WP_PATHWAYS_OF_NUCLEIC_ACID_METABOLISM_AND_INNATE_IMMUNE_SENSING,8.12500411946887,532,0.0467273561143991,0.733619490996065,1,WP,FALSE
WP_NEPHROGENESIS,-1.89240333302079,551,0.2894977567224,0.999201393685791,1,WP,FALSE
WP_NUCLEOTIDE_EXCISION_REPAIR,3.18677146717893,1465,0.626817076109281,0.999201393685791,1,WP,FALSE
WP_CHOLESTEROL_BIOSYNTHESIS_WITH_SKELETAL_DYSPLASIAS,7.73965108556769,215,0.0612741333887633,0.783532583514231,1,WP,FALSE
WP_MAJOR_RECEPTORS_TARGETED_BY_EPINEPHRINE_AND_NOREPINEPHRINE,-1.96543153719859,548,0.279499538857215,0.999201393685791,1,WP,FALSE
WP_PHOSPHOINOSITIDES_METABOLISM,8.13608134526238,1628,0.0463564045873376,0.731861448959866,1,WP,FALSE
WP_UREA_CYCLE_AND_ASSOCIATED_PATHWAYS,-0.213644355985694,845,0.583396937229371,0.999201393685791,1,WP,FALSE
WP_CAMKK2_PATHWAY,0.911095176297299,1275,0.836629855284079,0.999201393685791,1,WP,FALSE
WP_EICOSANOID_METABOLISM_VIA_CYCLO_OXYGENASES_COX,0.965868241389797,1441,0.849669264678863,0.999201393685791,1,WP,FALSE
